no_mitra,id_posisi,nama_posisi,nama_mitra,id_mitra,nama_kegiatan,kuota_posisi,lokasi_kerja,tipe_aktivitas,url_logo
243,ab579d9b-7f5b-11ed-bfb0-2615bc75a6a3,Blockchain / Web3 Developer,Dikti,55eb611a-16ed-4166-adf7-3254e22ba206,"Pengembangan Blockchain, Metaverse Dan Artificial Intelligence",8,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_29f078c6-3091-48bf-aae7-206662f521aa.png
244,833e8b94-80e2-11ed-b375-2603a0457f29,BM - Content Writer Intern,Kompas Gramedia,c8bece01-8738-4a37-90f9-3d0302da1cd7,Kompas Gramedia - Growth Center: Services Enhancement To Help People Be Their Best Version,1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png
245,691e33ba-80e4-11ed-bcd8-aa76604f701e,BM - Digital Strategist Intern,Kompas Gramedia,c8bece01-8738-4a37-90f9-3d0302da1cd7,Kompas Gramedia - Growth Center: Services Enhancement To Help People Be Their Best Version,1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png
246,f05fcaca-80e0-11ed-bcd8-aa76604f701e,BM - Social Media Intern,Kompas Gramedia,c8bece01-8738-4a37-90f9-3d0302da1cd7,Kompas Gramedia - Growth Center: Services Enhancement To Help People Be Their Best Version,1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png
247,95263271-80e1-11ed-b098-f6e17ff1bedb,BM - Video Content Creator Intern,Kompas Gramedia,c8bece01-8738-4a37-90f9-3d0302da1cd7,Kompas Gramedia - Growth Center: Services Enhancement To Help People Be Their Best Version,1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png
248,2ec7ff34-8073-11ed-bcd8-aa76604f701e,Branch Banking Operation,Bank Syariah Indonesia atau BSI,22d8f215-4ba0-4596-9fc8-4e2a2107101e,Sharia Banking Project,50,Kota Jakarta Pusat & 10 Kantor Region Office BSI,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_64befc04-9085-48bb-8480-c94c6a36a9b4.jpg
249,22465002-754a-11ed-be17-36f737f7a6bf,Brand Activation Intern,Traveloka,38b1780f-5eac-4fb2-922b-a38c739477e3,Traveloka Internship Program,1,Kab. Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_1c20cb68-13bc-474d-8c50-9bb233cddef6.png
250,24e2ef0e-600b-11ed-bb63-2e0edbdc1ce0,Brand and Campaign Intern,Zenius,261f4d66-aa98-41a5-a213-a079764411a7,Zenius Professionals Practice Program Angkatan 4,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png
251,dab294ca-6b86-11ed-8147-a2c3ec1c6e84,Brand Building Kahf Intern,Paragon Technology and Innovation,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,Marketing Directorate,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png
252,c2e0d6fd-6b43-11ed-98f2-a6bfdab34a31,Brand Building Labore Intern,Paragon Technology and Innovation,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,Marketing Directorate,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png
253,c1445348-6b44-11ed-98f2-a6bfdab34a31,Brand Building Make Over Intern,Paragon Technology and Innovation,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,Marketing Directorate,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png
254,1b5e0c38-6c04-11ed-9b00-0278cb7f6574,Brand Building of New Brand (Beyondly & Womanergy) Intern,Paragon Technology and Innovation,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,Paranova Directorate,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png
255,0490627c-6b40-11ed-8147-a2c3ec1c6e84,Brand Building Personal Care Intern,Paragon Technology and Innovation,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,Marketing Directorate,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png
256,c669d7f9-6b3d-11ed-a22e-c63f61abb566,Brand Building Team Biodef Intern,Paragon Technology and Innovation,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,Marketing Directorate,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png
257,5c753eff-6b40-11ed-a22e-c63f61abb566,Brand Building Team Instaperfect and Crystallure Intern,Paragon Technology and Innovation,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,Marketing Directorate,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png
258,0f1429de-6b44-11ed-8147-a2c3ec1c6e84,Brand Building Team Tavi Intern,Paragon Technology and Innovation,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,Marketing Directorate,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png
259,9eca157c-6b3d-11ed-a22e-c63f61abb566,Brand Building Team Wonderly Intern,Paragon Technology and Innovation,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,Marketing Directorate,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png
260,1bd47095-8d5b-11ed-9e48-aa91c5a02ffe,Brand Campaign Intern,Bluebird Group,ac1f94db-56fa-4a5c-8cfa-5c6c67b3f1fb,Belajar Birdsama Bluebird,1,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344c87cc-627d-46d8-a4cb-650b8e73d167.jpg
261,03e5de8f-802a-11ed-899c-f6e17ff1bedb,Brand & Communication,Home Credit Indonesia,ae9a3576-23cb-42c2-9885-4cb1a4141799,Home Credit Apprenticeship  Program (HAP) 3.0 ,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png
262,659b4300-54ff-11ed-b209-b250481d78c3,Brand & Communications Intern,XL Axiata,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg
263,75999c65-80dd-11ed-91e0-ae9e72da6bb1,Branding Communication Intern,Lazada,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,Program Magang Lazada Indonesia Non Commercial [Jakarta],3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg
264,5017e487-6f98-11ed-ab38-feb214c74b66,"Branding, Creative, and Design",PT ISS Indonesia,0aed31ee-a13d-4467-b189-885f247aa6c0,Great ISS Internship Program (GETS Program),1,Kota Tangerang Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_0f2ff0f5-9860-45ed-8d64-857e7d2125f7.png
265,b1c03f1b-6ef0-11ed-9cff-0278cb7f6574,Branding Marketing,Bank BRI,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,Ultra  Micro Branding & Communication and Data Modelling Program,1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png
266,9fc6b562-6b05-11ed-8147-a2c3ec1c6e84,Branding & Promotion Intern,Erajaya,a748af00-6fc5-44c8-a820-fda83886973c,Lets Grow with Erajaya,3,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b68b978-babc-4555-b29d-ac9ca4fe7af5.png
267,a0c4f1d6-63c8-11ed-8ffa-4eaca8c1bf53,Branding Specialist,PFI Mega Life,73b26f80-6308-4249-8738-cec24fc16f00,PFI Mega Life Internship,2,Kota Jakarta Selatan,OFFLINE,
268,47410f1f-8053-11ed-91e0-ae9e72da6bb1,Brand Marketing,Vidio,8bb8fd87-8e0e-41b8-bcc4-a924fbae04f9,Peningkatan Kualitas Product Dari Segi Product Management Dan Design Dari Aplikasi Vidio,2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_805c82cb-fe4b-47f2-8cbf-054b6e40cb33.png
269,d5709258-6eee-11ed-9576-62d54cabf853,BRILiaN Podcast Host & Creator,Bank BRI,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,Policy & Procedure Multimedia Communication,2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png
270,9deda455-66e4-11ed-ab03-d2f881693fc9,Broadcasting Crew,Disdukcapil Kota Surabaya,8a84800b-39b7-4045-a70a-ed431d2319a7,Branding Development ( Swargaloka),5,Kota Surabaya,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_47247993-97dc-483d-9e89-92768f1be113.png
271,6b3cad47-6ef9-11ed-9576-62d54cabf853,Building and Area Development Officer,Solo Technopark,0df2977a-0d02-45c9-ae59-5530a64acfed,Strategic Taskforce Pengembangan Role Model Technopark Nasional,3,Kota Surakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9dc50109-6499-4b1d-ad4d-eb471090c6f6.jpg
272,9d5c432f-6ef8-11ed-818c-feb214c74b66,Building and Asset Management Officer,Solo Technopark,0df2977a-0d02-45c9-ae59-5530a64acfed,Strategic Taskforce Pengembangan Role Model Technopark Nasional,3,Kota Surakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9dc50109-6499-4b1d-ad4d-eb471090c6f6.jpg
273,255c617f-6c6b-11ed-934e-964ca1abcf1b,BUILDING & MAINTANANCE DEVELOPMENT,Alfamart,313a80ac-21da-47fe-a999-e9d82b912be2,Energy Baru Terbarukan,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg
274,d9fc465b-6c91-11ed-8441-22d0c8df9d48,BUILDING & MAINTENANCE,Alfamart,313a80ac-21da-47fe-a999-e9d82b912be2,Optimalisasi Ukur dan Gambar Renovasi Toko Alfamart,3,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg
275,055c11b6-6fc1-11ed-8b84-22d0c8df9d48,Business Administration Intern,PT Petrokimia Gresik,bc27aac3-8e3f-4016-9b18-cdbfa26746d8,Petrokimia Undergraduate Apprenticeship Program Cycle 4,3,Kab. Gresik,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_87fed9ce-8cc7-4c55-8727-1c02a5030d20.png
276,f919bdde-6c64-11ed-8441-22d0c8df9d48,Business Analist,MKA,3dd0e109-3267-4dc3-ad3d-4b2e3cb309ab,Learning Management for Industry Creative (Develop StartUp),10,Kota Balikpapan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b382b420-bed3-4b87-98f4-e3df37fb51d1.png
277,ed1fd06b-56cc-11ed-b186-36a705b63a4f,Business Analyst,Nusantara Infrastructure,33c404bb-b227-4a65-85dc-9fe9cf434e1e,Economic Feasibility Analysis & Traffic Volume Planning of Toll Road - Makassar,1,Kota Makassar,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg
278,12ce0e58-6768-11ed-9a22-eae0f83979ef,Business Analyst,Lokalate,ba6e4e73-3cc3-4cf2-9cf4-9090f73fe8af,Lokalate Internship Kampus Merdeka,3,Kota Jakarta Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_163b2134-6cf9-4241-8cf0-fed2f4f6f063.jpg
279,81ec85aa-6ba7-11ed-bc50-b2867cbd16b8,Business Analyst,GITS.ID,84a0c19d-fe08-470f-8b1d-a210e8a1c91f,Implementasi dan pengembangan dalam Objective and Key Results,6,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e0e58a43-a4fc-4884-b9cb-dd7410b8989d.jpg
280,6154c0fc-8004-11ed-899c-f6e17ff1bedb,Business Analyst,INASTEK,6af7cd4d-9305-48f4-85ac-e8d5e2c64b34,Pengembangan Pembelajaran Sirkular Ekonomi Pertanian Terpadu Dan Pengolahan Sampah Plastik,4,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fdf76848-5751-4f24-8eed-31bce0d85818.png
281,296ced7c-6ed3-11ed-818c-feb214c74b66,Business Analyst,Telkom,95c5cbf2-68be-4146-9fef-f891db857f3b,Telkom Regional Internship Program,4,"Kota Balikpapan, Kota Bandung, Jakarta, Jawa Tengah, Yogyakarta",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fd204644-5cb0-4ff1-a187-0becd4016be4.png
282,bc38b7ba-7096-11ed-9540-86f9589d528b,Business Analyst,Telkom,95c5cbf2-68be-4146-9fef-f891db857f3b,MyDigilearn Go To Market ,3,Jakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fd204644-5cb0-4ff1-a187-0becd4016be4.png
283,9437175b-7e83-11ed-9526-6a7455df994a,Business Analyst ,Berau Coal,ec0dd4db-c8de-4171-8079-46070738ce4a,14 : IT Business Process Analyst HSE Automation 3.0,3,Kab. Berau,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2ff77b56-98de-4831-a033-f819bb3d605c.jpg
284,b9e2721e-6ebd-11ed-818c-feb214c74b66,Business analyst (Branch Automation & Digitazion Team),Bank BRI,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,Distribution Channel Transformation (BRIBEST),2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png
285,38167bd0-6ec0-11ed-818c-feb214c74b66,Business Analyst / Data Analytics (Development & Augmentation Team),Bank BRI,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,Distribution Channel Transformation (BRIBEST),1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png
286,9a70a975-6ebf-11ed-818c-feb214c74b66,Business Analyst / Data Analytics (Strategy & Policy Team),Bank BRI,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,Distribution Channel Transformation (BRIBEST),1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png
287,83862d43-6ec0-11ed-818c-feb214c74b66,Business Analyst (Development & Augmentation Team),Bank BRI,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,Distribution Channel Transformation (BRIBEST),1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png
288,b9112d36-954c-11ed-a5ea-d646eaaf0d4b,Business Analyst for CEO Office SinemArt,Surya Citra Media - EMTEK Group,b409663d-e067-46e0-81d9-eb4fff33f45f,SIP (SCM Internship Program),2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png
289,348fe57f-60bd-11ed-9380-320b4c7afbe7,Business Analyst - Jakarta (Head Office),ASSA,631c1888-6d99-43db-bfff-086dafc150c3,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png
290,98e60fc2-6ecb-11ed-9cff-0278cb7f6574,Business and Management Specialist,Bluebird Group,ac1f94db-56fa-4a5c-8cfa-5c6c67b3f1fb,Belajar Birdsama Bluebird,1,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344c87cc-627d-46d8-a4cb-650b8e73d167.jpg
291,b5017e72-8026-11ed-8fbf-aa76604f701e,Business and Profitability Analytics Intern,Telkomsel,162aef9f-4662-4465-82d8-7adf85a712f0,Develop Business & Profitability Analytics To Support Business Initiative,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_50747a6b-6962-4e51-bfa6-406c27ebc6b6.png
292,6cdc6576-810f-11ed-b579-e28bf6b6d14d,BUSINESS DATABASE ANALYZE,PT Pegadaian - MAGENTA,c50501ea-40d1-451c-a607-cdd668df8964,PEGADAIAN MAGENTA - DIAMOND PROGRAM BATCH II,15,Kab. Banyumas,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_3478bc0c-4a54-444c-970f-cb457437025c.png
293,c61be3e2-7f65-11ed-99cd-aa76604f701e,Business Development,INASTEK,6af7cd4d-9305-48f4-85ac-e8d5e2c64b34,Pengembangan Pembelajaran Sirkular Ekonomi Pertanian Terpadu Dan Pengolahan Sampah Plastik,4,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fdf76848-5751-4f24-8eed-31bce0d85818.png
294,e75e7ad4-7094-11ed-8312-feb214c74b66,Business Development,Telkom,95c5cbf2-68be-4146-9fef-f891db857f3b,SMK,4,Jakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fd204644-5cb0-4ff1-a187-0becd4016be4.png
295,d35a1045-4ea5-11ed-9f30-c28fdeb2b454,Business Development,dr. Mekanik Academy,51eebb91-c684-4d2c-a4bb-b1784a3be41a,SMART AUTOMATIC GUIDED VEHICLE (AGV),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_14a64f25-841d-4162-8a8e-f6793d5882f1.png
296,19747fc2-4f58-11ed-b01a-feffd9949ab4,Business Development,dr. Mekanik Academy,51eebb91-c684-4d2c-a4bb-b1784a3be41a,dr. MEKANIK SMART KIOSK,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_14a64f25-841d-4162-8a8e-f6793d5882f1.png
297,ccd48b75-4f59-11ed-b2b6-aa3c93767607,Business Development,dr. Mekanik Academy,51eebb91-c684-4d2c-a4bb-b1784a3be41a,BANDUNG SPEED GARAGE,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_14a64f25-841d-4162-8a8e-f6793d5882f1.png
298,87f4e9e2-7084-11ed-83e6-668d7502ff5d,Business Development,Telkom,95c5cbf2-68be-4146-9fef-f891db857f3b,Satoenesia,1,Jakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fd204644-5cb0-4ff1-a187-0becd4016be4.png
299,9c867268-8d73-11ed-95f7-0a15ec50cb8b,Business Development,Vidio,8bb8fd87-8e0e-41b8-bcc4-a924fbae04f9,Peningkatan Kualitas Product Dari Segi Product Management Dan Design Dari Aplikasi Vidio,7,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_805c82cb-fe4b-47f2-8cbf-054b6e40cb33.png
300,96ff8b6d-708c-11ed-8312-feb214c74b66,Business Development,Telkom,95c5cbf2-68be-4146-9fef-f891db857f3b,Research Management		,2,Mandalika,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fd204644-5cb0-4ff1-a187-0becd4016be4.png
301,9b6e7abe-6eed-11ed-86a1-563600033649,Business Development,Bank BRI,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,Strengthen Medium Business Ecosystem & Pipeline Management,2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png
302,f6bbd9c6-6b14-11ed-a22e-c63f61abb566,Business Development,Widya Robotics,93cf8c69-e6cc-423b-a011-695680382291,"Learning Management di Startup Artificial Intelligence, IoT, dan Robotika",2,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ac92522e-1227-497a-bb7c-6783e41bb299.png
303,e7a9bd35-6e2d-11ed-818c-feb214c74b66,Business Development,BISA AI ACADEMY,cfca8159-1096-4dd6-a3b7-ab0da4507cc6,Sales dan Marketing Sistem ERP Pendidikan Bisa AI,5,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f4097b5d-c439-431c-ad91-30d6e505287c.jpg
304,8ad705cc-708e-11ed-8ea0-7e8ddab09462,Business Development,Telkom,95c5cbf2-68be-4146-9fef-f891db857f3b,Telkom Regional Internship Program,5,"Kota Balikpapan, Kota Bandung, Jakarta, Jawa Tengah, Yogyakarta",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fd204644-5cb0-4ff1-a187-0becd4016be4.png
305,81a91f6e-4eb0-11ed-b2b6-aa3c93767607,Business Development,dr. Mekanik Academy,51eebb91-c684-4d2c-a4bb-b1784a3be41a,dr. MEKANIK ACADEMY,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_14a64f25-841d-4162-8a8e-f6793d5882f1.png
306,de27b246-7080-11ed-8ea0-7e8ddab09462,Business Development,Telkom,95c5cbf2-68be-4146-9fef-f891db857f3b,Smart Fisheries Village		,5,Jawa Tengah,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fd204644-5cb0-4ff1-a187-0becd4016be4.png
307,ba745764-705e-11ed-8312-feb214c74b66,Business Development ,Minerva,69aadbe1-6f45-46c1-99e1-414b73c54251,MINERVA SERIES 2023: MSIB Experience Business Development ,24,Kota Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ca3cb3e4-1274-4361-b887-798f780ebd68.jpg
308,b2b9db02-6efb-11ed-9576-62d54cabf853,Business Development ,Sekolah.mu,c2bfb0e4-c49c-4e14-abf7-74d21f0aaa05,BLENDED LEARNING EDUCATION INNOVATOR,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c80c2219-0842-4ed0-91f6-31f13a51d45e.png
309,8243a822-7061-11ed-b6f6-62d54cabf853,Business Development ,Citiasia Inc.,1d463f4f-bcd8-4125-87a9-e0c00f5328dc,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,10,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53530d4e-b597-4989-ba93-d03aeb8da921.png
310,e827f6de-715e-11ed-aa1c-260399e19f34,Business Development Administration,Halodoc,da538c4b-2c54-4b98-85c8-35225e2d12df,Halodoc untuk Indonesia Batch 4,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_1cab729c-c40b-4d3a-8a5f-2c3364b67a70.png
311,812ec61a-6faa-11ed-8b84-22d0c8df9d48,Business Development and Partnership,YHC QuIP (Quality Internship Program),054b69c6-e415-4e06-be7f-491f672a68b0,Implies Smart4.0 for Education ,10,Banten dan Kalimantan Selatan ,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_36c92668-9a5e-4ef2-89e6-717e1c387010.png
312,816dc0a3-6fba-11ed-8b84-22d0c8df9d48,Business Development (Content & Channel),Surya Citra Media - EMTEK Group,b409663d-e067-46e0-81d9-eb4fff33f45f,SIP (SCM Internship Program),1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png
313,c4d7b924-7493-11ed-b2a2-1a198d2f4c14,Business Development Executive Intern,Traveloka,38b1780f-5eac-4fb2-922b-a38c739477e3,Traveloka Internship Program,1,Kab. Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_1c20cb68-13bc-474d-8c50-9bb233cddef6.png
